,Term,Age1,MUDI,Avg Transactions,Avg Bal,Avg Turnover,Time with Bank Years,Total Salary,Multiple Customers,Single Purpose,Outcome
6953,24,5501,1,20,5566,3914,10,91,1,1,G
6954,60,3502,0,0,28,0,16,34,0,0,G
6955,24,5007,0,7,2095,509,18,19,1,0,G
6957,12,3802,0,2,49507,49762,16,23,0,1,G
6960,36,3609,0,47,328,2891,9,40,0,1,G
6961,60,4902,0,0,0,0,10,34,0,0,G
6962,6,3006,0,24,3983,3597,4,102,1,1,G
6964,18,4210,4,38,69,2092,4,29,0,0,G
6965,36,3207,5,39,1761,3057,4,18,1,0,B
6969,36,3309,6,37,346,3622,6,21,0,1,G
6970,48,5609,0,16,121,2857,18,41,0,0,G
6977,12,6402,0,21,168,1660,18,10,0,1,G
6978,24,4800,4,45,214,2569,18,35,0,1,G
6980,60,3004,0,27,5389,5320,6,50,1,1,G
6981,36,2707,0,4,199,644,4,28,1,0,G
6983,60,2905,2,20,74,2116,9,15,0,1,G
6984,60,4210,6,59,163,5165,17,57,1,1,G
6986,18,3802,0,47,892,5132,16,37,0,1,G
6987,60,3204,6,52,977,2471,9,31,1,0,G
6988,120,3504,2,7,506,131,6,10,0,0,B
6991,12,5310,3,3,7202,4916,10,59,0,1,G
6993,24,3609,0,29,1402,4675,10,77,0,1,G
6994,12,4208,1,46,114,3519,17,46,0,1,G
6995,36,4407,3,28,379,2216,9,0,1,0,G
6996,36,4609,1,58,69,3984,5,55,1,1,G
6999,30,4100,1,70,455,4376,5,23,0,1,G
7000,60,3911,0,17,264,2210,10,28,0,1,G
7002,48,2504,0,27,7586,5599,7,33,0,1,G
7003,60,3905,4,65,4354,6121,8,71,1,0,G
7004,48,3701,0,40,606,3207,9,40,0,1,G
7006,60,4702,1,20,16,3889,16,23,0,0,G
7008,36,3201,0,6,9071,844,12,25,0,1,G
7009,30,4509,6,41,74,2804,1,32,0,1,G
7010,30,4511,3,23,671,3045,10,43,0,0,G
7011,60,5603,4,19,731,2418,10,30,0,1,G
7012,84,3611,0,14,8571,4443,12,45,0,1,G
7014,48,3909,2,45,2066,4765,13,37,0,1,G
7016,36,3609,0,10,8354,3918,13,24,0,1,G
7017,12,3809,0,25,1656,5565,9,35,0,1,G
7021,60,3610,0,31,1484,2734,8,38,0,1,G
7023,36,3400,0,14,1516,3593,4,32,0,1,G
7027,24,3202,1,44,221,8028,7,50,1,0,G
7028,36,4307,0,22,28,449,11,5,0,1,G
7029,48,4802,5,23,212,2525,4,32,0,0,G
7030,36,3606,1,22,68,2896,6,42,0,1,G
7031,12,2601,1,28,758,3033,10,40,0,1,G
7033,48,3010,0,38,330,4746,4,43,0,1,G
7034,60,3203,0,60,169,4992,9,41,0,1,G
7035,36,4304,0,25,1496,4657,15,52,0,1,G
7037,36,4104,0,43,283,2783,2,37,0,1,G
7038,36,5105,0,60,240,6537,15,82,1,1,G
7039,60,4101,0,11,1923,4907,3,75,0,1,G
7041,12,2800,2,55,349,5065,5,64,0,1,G
7042,36,4906,0,27,742,3013,9,36,0,1,G
7044,24,3904,0,27,1271,2407,3,24,0,1,G
7050,60,4708,0,42,18414,3963,13,34,0,1,G
7051,24,4100,1,4,1052,600,3,0,0,0,B
7053,24,5500,0,60,12752,16210,4,48,0,1,G
7054,12,4711,0,11,3465,1780,8,15,0,1,G
7057,84,6910,0,13,1000,1236,12,30,0,1,G
7058,84,3606,0,0,0,0,0,49,0,1,G
7059,48,3207,2,60,836,2883,9,68,0,1,G
7061,60,4300,2,32,928,2930,17,54,1,1,G
7063,60,5708,0,7,173,191,20,32,0,1,G
7064,60,4808,0,86,2549,3477,20,56,0,1,G
7067,48,5405,2,49,572,2623,7,34,0,0,G
7069,60,5004,0,38,5343,8199,9,28,0,1,G
7070,18,4503,2,53,672,3985,16,87,1,1,G
7078,6,2410,6,27,35,3028,6,30,0,1,G
7080,12,4101,4,75,427,6830,10,82,0,1,G
7084,36,4704,0,52,1499,2991,12,29,0,1,G
7085,60,5302,0,16,627,2706,10,37,0,1,B
7090,60,4803,0,34,1715,3682,10,38,0,1,G
7092,36,4905,2,28,150,3018,10,35,0,1,G
7095,60,6000,3,3,866,129,3,43,0,0,G
7096,120,5706,1,28,15304,10210,11,135,0,0,G
7098,24,2703,0,0,0,0,9,51,0,1,G
7099,36,6703,0,0,0,0,10,17,0,1,G
7102,36,6802,4,17,4872,1488,13,54,0,0,B
7104,60,4503,3,49,558,4552,10,52,0,1,G
7105,48,3401,0,35,3040,1851,10,12,0,1,G
7106,36,3801,0,20,521,2465,7,41,0,1,G
7107,36,3807,5,13,864,2547,10,37,0,1,G
7108,60,5410,3,10,778,3045,1,75,0,0,G
7109,60,4403,0,2,22,195,5,21,0,0,G
7110,12,3301,5,23,71,3357,8,58,0,1,G
7111,60,3501,0,18,1433,2840,12,31,0,1,G
7114,24,4100,5,35,2760,2722,14,30,0,1,B
7125,24,2606,0,21,519,3232,2,76,1,1,G
7126,36,2605,2,37,225,3516,10,40,0,0,G
7128,60,3008,0,50,963,3852,7,39,0,1,G
7129,60,5203,3,30,678,2428,13,30,0,0,G
7130,24,2701,5,23,198,3742,8,33,0,1,G
7131,60,3005,2,38,1730,4364,2,40,0,0,G
7132,18,4309,0,29,213,3378,11,37,0,1,G
7134,60,5304,1,34,654,3530,15,58,0,1,G
7136,12,3206,0,22,153,2107,10,32,0,1,G
7137,60,5905,3,35,784,3473,10,29,0,1,G
7140,84,5506,0,6,5513,8545,12,83,1,1,G
7141,48,4511,2,36,834,3735,19,50,0,0,G
7142,54,5504,0,13,1599,2648,10,27,1,1,G
7143,12,2408,2,30,228,2151,10,32,0,1,G
7145,60,3605,3,39,2342,3423,12,48,0,0,G
7150,48,2703,0,9,804,3033,2,44,0,1,G
7151,36,4405,0,33,466,2148,10,21,0,1,G
7155,24,4805,1,18,932,2809,10,31,0,0,G
7156,12,3107,0,20,1380,3632,10,33,0,1,G
7160,36,2908,0,49,5487,2692,2,41,0,1,G
7164,12,3100,4,22,115,1759,4,32,0,1,G
7165,24,2209,1,15,140,918,3,21,1,1,G
7166,36,3004,0,23,3086,3951,17,39,0,1,G
7167,18,3002,4,18,710,3601,3,47,0,1,G
7168,60,5010,0,25,1146,2928,18,15,0,1,G
7169,24,3601,1,34,193,3038,8,34,0,1,G
7171,24,3210,6,56,1076,5114,9,62,0,1,G
7172,36,4307,0,28,1546,3309,20,27,0,1,G
7175,60,3502,5,28,1039,2927,15,16,0,0,B
7176,18,3710,0,20,3161,3228,14,47,0,1,G
7179,36,4909,0,24,1821,2711,9,31,0,1,G
7181,36,2902,0,49,2231,4780,6,47,1,1,G
7182,42,2904,0,5,17963,3138,10,64,1,1,G
7183,60,3209,0,21,531,1859,11,18,0,0,G
7187,60,4910,0,14,465,1613,10,17,0,1,G
7188,24,2609,4,19,295,463,4,23,0,0,B
7190,42,3609,0,18,5326,2377,8,28,0,1,G
7196,60,3311,4,27,1744,2706,10,40,0,0,B
7197,60,5508,0,43,3016,5723,15,62,0,0,G
7198,60,5402,0,31,274,4902,10,95,0,1,G
7199,36,5003,0,15,887,1947,5,27,0,1,G
7202,36,3011,0,47,323,5612,3,60,0,1,B
7203,36,2901,0,24,475,4988,5,73,0,0,G
7205,15,5710,0,24,612,2168,14,30,0,1,G
7206,84,2607,4,21,1838,1782,2,9,0,0,B
7208,12,2210,0,42,11,2238,10,22,0,1,G
7209,36,5000,0,11,3233,1803,23,22,0,1,G
7210,120,5705,4,22,302,1344,9,9,0,0,B
7212,54,2206,0,52,1094,2278,4,34,0,0,G
7213,60,3008,5,31,2301,3404,8,44,1,0,G
7214,48,4110,0,21,695,3533,12,49,1,1,G
7222,36,2903,1,31,1310,4251,1,37,0,1,G
7223,18,2501,5,13,992,1770,5,35,0,0,G
7225,48,5708,0,46,5546,7265,16,70,0,1,G
7226,36,2903,1,31,1310,4251,1,37,0,1,G
7227,60,5103,0,34,1172,5544,10,48,1,0,G
7228,12,3505,0,35,6065,2216,15,32,0,1,G
7229,36,4005,0,36,2592,2747,12,38,0,1,G
7232,24,3800,0,30,142,1942,16,20,0,1,G
7233,36,3611,0,22,211,2709,14,33,0,1,G
7234,12,2502,1,10,484,2919,9,48,0,1,G
7239,36,3103,0,17,1284,3416,5,40,0,1,G
7240,36,3510,0,34,2225,4736,13,90,0,0,G
7247,60,2900,5,106,137,7886,12,63,1,1,G
7249,36,2508,0,17,473,2064,9,25,0,0,G
7251,48,3308,2,83,1010,4575,10,26,0,1,G
7252,15,3308,0,36,862,2329,15,30,0,1,G
7253,54,5209,0,21,456,3996,10,55,0,1,G
7258,60,5010,0,37,894,4773,15,27,0,1,G
7262,60,5801,6,20,4414,6331,2,44,0,0,G
7266,60,3501,0,22,640,2731,16,37,0,0,G
7268,12,3200,0,31,1483,3292,2,51,1,1,G
7270,24,3009,3,25,472,2864,3,46,0,1,G
7273,12,3400,0,31,1822,4732,7,53,0,1,G
7274,48,2607,1,74,1110,3075,3,39,0,1,G
7275,24,5606,0,20,4098,2436,16,37,0,1,G
7280,36,3105,2,48,1094,6024,4,60,0,1,B
7281,48,3605,0,26,1425,4232,8,30,0,1,G
7284,18,3800,0,21,924,2436,4,31,0,1,G
7286,48,3102,0,71,517,4133,6,39,1,1,G
7288,60,6711,1,9,1014,663,10,0,0,0,G
7289,42,5900,5,21,2250,1904,10,41,1,0,G
7290,24,5708,0,9,370,1932,27,27,0,1,G
7291,60,4608,3,21,1156,2725,10,39,0,0,G
7294,18,6104,0,17,719,2885,10,58,1,1,G
7296,48,2710,0,44,3174,3366,12,79,1,1,G
7297,24,4305,0,87,222,5837,9,69,0,1,G
7298,12,3908,1,27,1435,4802,2,68,0,1,G
7299,60,3801,0,44,1307,4956,9,51,0,0,G
7300,36,4800,5,18,1252,2033,3,20,0,0,B
7302,18,3405,0,28,152,2859,10,29,0,1,G
7303,48,3105,6,32,55,1249,11,20,0,0,G
7305,36,5509,3,22,858,4243,18,57,1,1,G
7306,36,3308,2,20,362,2311,9,31,0,1,G
7307,60,4308,1,56,1720,2187,7,60,0,1,G
7308,60,4900,2,21,483,4246,0,54,1,0,B
7310,48,3709,0,51,1775,5488,14,57,0,1,G
7311,60,6209,0,6,819,1683,14,20,0,1,G
7312,48,3509,0,48,1352,3371,10,46,0,1,G
7313,72,4810,0,27,991,6075,16,93,0,0,G
7314,36,3005,3,33,93,3519,4,35,0,0,G
7316,60,5105,5,16,11097,8993,2,24,0,0,G
7320,12,2908,0,10,3742,2303,4,17,0,1,G
7321,48,3806,0,16,364,1577,8,14,0,1,G
7323,12,4903,6,46,5526,4893,11,75,0,1,G
7324,60,3404,0,24,1034,2615,10,37,0,1,G
7328,48,3010,1,32,991,3798,13,32,0,0,G
7329,18,4910,6,48,360,2706,10,49,1,0,B
7337,36,3002,0,33,1132,2466,10,29,0,1,G
7338,12,4411,0,25,1576,3753,10,45,0,1,G
7340,60,3211,6,39,182,2702,13,33,0,1,G
7342,60,5200,0,12,3138,2754,6,34,0,1,G
7343,36,3104,0,27,267,4846,3,34,0,1,G
7347,12,2807,1,29,1586,4561,4,42,0,1,G
7349,24,4311,0,70,267,2575,4,41,0,1,G
7350,15,2603,1,38,760,2317,9,24,0,1,G
7351,60,4704,0,24,3257,3497,17,40,0,1,G
7352,36,6705,0,19,2502,2155,10,31,0,1,G
7354,60,4511,1,41,939,4342,10,79,0,0,G
7357,60,3504,0,43,1155,6391,13,91,0,1,G
7358,60,4811,0,21,3493,3978,10,50,0,1,G
7361,60,3806,0,42,6770,20450,15,126,0,1,G
7365,60,4606,4,45,4337,3568,9,34,1,0,G
7366,36,2910,0,25,830,2568,10,38,0,1,G
7368,12,3205,2,18,822,4215,7,60,0,1,G
7370,24,5703,2,41,1059,5242,6,62,0,1,G
7371,12,2206,5,28,484,1273,3,11,0,0,G
7373,120,4402,0,0,0,0,0,8,1,1,G
7374,60,4809,6,0,849,0,9,16,0,0,B
7375,60,4408,6,19,97,2068,10,32,0,0,G
7377,12,2804,0,13,1992,2002,4,44,1,1,G
7378,18,5302,6,17,167,946,9,11,0,0,G
7382,36,5202,2,32,410,2592,11,30,0,1,G
7391,48,5007,0,33,58,1076,9,13,0,1,G
7393,60,4307,0,2,12827,4001,13,65,0,1,G
7396,6,2601,0,6,1106,367,4,44,0,1,G
7403,36,6707,0,33,1477,3864,6,15,1,1,G
7404,18,5009,0,24,205,1940,9,39,0,1,G
7407,60,3705,0,24,2126,4898,9,100,0,0,G
7408,36,3406,1,39,207,3339,18,42,0,1,G
7409,48,5108,0,38,2231,4976,10,57,0,1,G
7410,36,3308,0,9,11860,5115,11,34,0,1,G
7413,60,6004,1,42,4132,9617,10,104,1,1,G
7414,24,3905,4,51,12,4195,15,55,1,1,G
7415,24,5308,0,34,22685,25481,6,7,1,1,G
7420,60,3408,6,20,248,2359,14,51,1,0,G
7421,12,5703,0,28,1005,2861,11,55,0,1,G
7422,24,4907,4,12,204,2124,10,63,0,1,G
7424,24,5701,0,16,570,2557,10,31,0,1,G
7426,60,5103,1,27,2462,2807,11,33,0,0,G
7427,36,6102,0,18,477,3223,13,51,0,1,G
7428,36,4101,0,35,8148,3333,9,43,0,1,G
7429,36,4210,0,10,3536,2778,16,48,0,1,G
7430,48,2903,1,23,977,2744,11,46,0,1,G
7433,72,6204,0,36,14070,7148,9,39,1,1,G
7434,48,3711,6,11,926,761,5,28,0,0,G
7435,36,4004,5,40,285,2735,10,31,0,1,G
7436,18,3102,0,16,707,1769,10,44,1,0,G
7439,42,3206,0,9,103,303,6,37,0,1,G
7440,24,3704,0,51,10086,5110,15,40,0,1,G
7441,60,3103,1,29,514,3549,10,73,0,1,G
7443,96,3909,1,78,1729,6753,10,28,1,1,G
7444,60,4108,0,26,123,3026,11,54,0,1,G
7446,36,3704,0,28,1690,3211,10,35,0,1,G
7448,12,3008,0,16,4289,3064,4,38,0,1,G
7449,36,4305,0,55,2595,4354,16,54,1,0,G
7450,60,6300,6,37,1917,4074,16,47,0,0,G
7456,24,6210,2,60,183,2740,10,24,0,0,G
7458,36,3506,1,16,718,2401,13,30,1,0,G
7459,12,5804,0,15,785,2822,16,45,0,1,G
7462,30,5509,4,2,99,383,8,110,0,0,G
7463,36,5009,0,59,2079,8644,16,86,0,1,G
7464,24,3209,1,16,470,1900,5,27,0,1,G
7465,60,2705,1,18,306,832,11,10,0,0,G
7467,18,5004,0,42,9029,2687,9,44,1,1,G
7469,12,3503,0,30,2305,3712,15,50,0,1,G
7471,60,4911,6,37,3292,3828,10,69,0,0,G
7472,18,2802,4,31,1192,972,3,11,0,0,G
7474,24,2901,0,17,1184,2962,5,43,0,1,G
7475,48,3510,2,33,113,4542,6,86,1,1,G
7476,84,3003,0,44,890,4293,10,43,0,1,G
7477,24,3510,0,81,605,5470,7,69,1,1,G
7478,96,5002,0,45,3539,5854,5,39,0,1,G
7489,36,6406,0,66,3455,10670,13,13,0,0,G
7490,12,5510,0,0,0,0,1,17,0,1,G
7492,60,4207,0,46,1741,5882,11,70,0,1,G
7498,36,4911,2,36,1974,3460,17,65,0,0,G
7501,24,6607,0,9,8657,3454,12,25,0,1,G
7511,36,3706,0,70,5978,10225,9,34,0,1,G
7512,24,3704,3,3,6,67,3,42,0,1,G
7513,12,2504,1,39,804,2904,9,34,0,1,G
7514,24,6800,0,0,0,0,10,30,1,1,G
7516,36,4910,0,61,501,9084,6,96,1,1,G
7522,60,3608,0,16,326,2055,14,25,0,1,G
7523,60,4011,0,18,2311,7574,5,100,1,1,G
7524,36,2908,0,27,275,1806,10,31,0,1,G
7528,24,3409,0,46,247,2512,6,31,0,1,G
7530,12,3311,0,40,3948,4497,5,52,0,1,G
7531,60,4500,2,30,82,3197,6,45,1,0,G
7534,48,2701,0,25,7897,3469,10,51,0,1,G
7537,24,3200,2,29,1313,3846,9,41,0,1,G
7540,36,4607,0,20,4439,12226,11,142,0,1,G
7541,60,3909,4,41,512,3860,15,46,0,1,G
7542,60,2502,0,12,553,2567,8,32,0,1,G
7548,60,5308,0,15,26590,25282,4,0,1,1,B
7549,24,6304,4,24,1975,6106,9,128,1,0,B
7551,36,3211,3,50,682,2338,7,46,1,1,G
7552,60,3610,0,20,23615,25128,5,278,0,1,G
7553,60,2903,0,19,2322,2906,4,34,0,1,G
7554,24,4110,3,36,470,3350,5,55,1,1,G
7555,60,4702,2,25,123,1852,16,24,0,1,G
7556,84,5009,2,11,2264,2216,11,75,1,0,G
7558,48,5603,3,32,134,1601,8,17,0,1,G
7561,36,4408,0,5,3741,1971,12,10,0,0,G
7562,48,4506,2,18,100,3084,10,33,0,0,G
7563,48,4407,1,26,2108,3413,9,58,0,1,G
7564,60,4011,2,52,4023,12872,5,148,1,1,G
7565,60,2610,0,35,1156,2164,3,29,0,1,G
7566,36,3406,0,14,969,3213,7,57,0,1,G
7567,24,6302,0,24,3914,3258,10,39,0,1,G
7568,60,3703,2,63,1070,7998,4,115,1,0,G
7569,36,5210,3,21,638,2536,9,44,0,1,G
7571,60,4700,0,27,765,2758,11,42,0,1,G
7572,42,3011,1,30,783,2833,7,32,0,0,G
7578,12,6502,0,9,585,2249,17,21,0,1,G
7579,48,2308,0,14,462,1968,4,26,0,1,G
7583,24,4105,6,55,1135,3450,9,44,1,0,G
7590,12,4204,5,33,840,4316,10,15,0,0,G
7592,60,5806,0,5,2399,1307,9,36,0,1,G
7593,60,3607,1,54,21,6071,10,60,0,0,G
7595,60,3504,0,30,844,4001,6,65,0,1,G
7596,60,4509,0,13,721,1612,21,23,0,1,G
7598,12,3301,0,30,933,5283,3,45,0,1,G
7599,48,3803,0,41,67,4873,9,73,0,1,G
7600,48,3809,0,21,1795,2896,15,29,0,0,G
7603,48,4100,0,50,311,2349,8,44,0,1,G
7606,12,5000,0,44,13,2796,4,40,0,1,G
7611,24,7105,0,7,1154,2081,13,106,0,0,B
7613,48,4808,3,22,207,1419,4,20,0,0,G
7614,42,3503,0,42,360,2658,3,37,0,1,G
7618,60,4104,2,7,74,191,22,62,1,1,G
7619,60,4405,2,48,429,2312,6,38,0,0,G
7622,24,3405,1,8,312,1249,5,110,0,1,G
7625,36,4904,0,40,697,2202,9,40,0,1,G
7627,48,3309,0,0,0,0,7,43,0,0,G
7628,36,4401,0,47,2632,4307,10,63,0,0,G
7629,12,4411,1,12,279,1822,10,21,0,1,G
7630,60,4806,4,25,3319,3948,16,66,0,0,G
7631,36,3311,1,90,285,6622,16,64,0,0,G
7638,60,4805,0,24,243,2292,10,33,0,1,G
7639,24,2708,0,32,364,1942,10,30,0,0,G
7640,96,3906,1,50,166,2553,4,9,0,0,G
7641,36,3903,6,103,2003,6313,21,21,0,0,G
7642,30,2410,0,6,17173,18760,2,38,0,1,G
7645,36,2610,0,0,0,0,0,61,1,1,G
7646,60,5408,0,45,27848,2735,9,24,0,1,G
7652,60,2801,0,0,0,0,3,69,1,1,G
7655,60,2605,0,0,1102,0,4,10,0,0,G
7659,60,2909,1,23,563,4573,4,39,0,1,G
7660,36,2901,0,33,291,2233,2,30,0,1,G
7661,24,3101,0,15,300,1981,8,25,0,1,G
7662,60,4500,0,27,2124,3148,3,43,0,1,G
7663,12,3006,5,38,708,2608,4,43,0,1,G
7665,36,4100,0,69,836,7743,9,86,0,1,G
7667,24,2304,6,50,86,1511,4,20,0,0,G
7668,60,3804,4,42,752,4953,8,68,1,1,G
7669,24,4205,2,30,118,764,3,22,1,0,B
7670,60,2902,2,89,176,3880,4,70,1,0,G
7672,24,5401,0,23,20135,9343,17,8,0,0,G
7676,12,4902,0,23,269,345,3,2,0,1,G
7677,60,3904,0,43,73,3226,4,39,0,0,G
7679,36,3810,2,5,428,43393,11,54,0,1,G
7685,12,2704,0,42,30,4850,10,70,1,1,G
7686,48,5309,4,39,3189,3111,10,27,1,0,G
7690,12,5310,1,121,4903,17018,17,106,1,1,G
7691,12,3706,0,40,2204,4029,3,45,1,1,G
7692,48,3102,0,21,1528,2342,9,32,0,1,G
7695,60,3802,1,70,176,5293,10,56,1,1,G
7696,36,5309,0,34,1825,1608,25,14,0,1,G
7698,36,4211,0,50,14364,21423,12,112,0,1,G
7700,60,6206,0,6,212,1552,9,82,0,0,G
7701,12,4510,2,31,936,4038,10,86,0,1,G
7710,60,4510,2,20,595,2222,3,28,0,1,B
7711,36,3401,0,32,784,2986,13,40,0,1,G
7714,36,3402,0,41,915,4018,14,36,0,1,G
7725,24,4408,1,31,3292,4353,10,70,0,1,G
7732,12,3401,0,60,958,3907,5,53,0,1,G
7734,21,4804,0,20,3337,2666,9,39,0,1,G
7735,36,5205,4,29,374,2943,10,48,0,1,G
7736,48,4301,0,0,0,0,0,53,0,1,G
7737,36,4507,0,16,3973,2168,17,28,0,1,G
7741,60,3402,0,39,460,4861,11,46,0,1,G
7743,30,6200,0,1,5735,500,11,44,0,1,G
7745,36,3902,0,107,1381,10494,2,63,1,1,G
7746,36,2509,0,53,1724,2573,11,31,0,1,G
7754,36,4800,0,11,2349,3280,10,27,0,1,G
7755,36,5106,0,16,1094,1305,10,15,0,1,G
7757,24,3111,3,17,523,969,3,10,0,0,G
7763,36,2707,0,32,1027,2954,8,33,0,1,G
7764,24,2505,4,30,111,1729,10,12,0,0,G
7766,21,4605,6,22,77,2279,10,36,0,1,G
7767,60,2010,2,30,349,1891,17,84,1,1,G
7768,12,5602,3,24,118,2079,10,30,0,1,G
7771,84,3506,1,31,3784,3050,16,25,0,0,G
7772,48,6211,2,12,1255,535,10,5,0,0,G
7774,24,4207,3,20,756,4893,8,75,0,1,G
7775,60,6403,0,18,253,2601,10,33,0,0,G
7776,60,4501,0,47,5632,15815,13,69,1,1,G
7777,60,3411,4,26,2940,3130,12,161,1,0,G
7778,42,4302,2,49,439,3260,7,37,0,1,G
7779,12,4010,1,23,468,2986,10,42,0,1,G
7780,60,3803,4,35,114,2920,4,37,0,1,G
7782,36,3600,5,31,346,2388,19,44,1,0,B
7785,48,3703,1,45,150,1836,10,21,0,1,G
7788,48,4507,0,62,1772,2300,18,24,0,1,G
7789,60,4301,0,12,85,3152,21,53,0,1,G
7791,36,5703,0,13,1174,216,10,53,0,0,G
7792,60,3400,1,44,781,4980,6,57,0,1,G
7793,12,3206,5,44,251,3198,8,43,0,1,G
7796,18,2506,0,33,518,2510,15,34,0,1,G
7798,24,3504,2,19,233,2605,17,33,0,1,G
7800,60,2502,0,58,304,1998,0,61,1,1,G
7801,48,5101,3,22,5366,6483,10,21,0,1,G
7803,36,3611,0,17,1905,3440,10,41,0,1,G
7805,48,4701,0,44,19979,7620,18,95,1,1,G
7806,60,5006,2,15,449,3450,17,51,0,1,G
7807,24,6105,2,18,865,3254,10,47,1,1,G
7811,120,2703,6,31,1396,8284,12,50,1,1,G
7812,24,4906,0,19,239,2960,8,47,0,1,G
7815,24,5300,1,22,187,2318,5,51,1,1,G
7816,48,4508,0,44,237,5269,3,69,0,0,G
7819,48,4301,0,59,962,4340,12,106,1,1,G
7821,36,5201,0,68,189,3250,10,55,1,1,G
7822,36,4211,5,33,336,2627,12,39,0,1,G
7824,24,4802,0,36,2633,6609,14,19,0,1,G
7827,60,4810,0,25,3828,14686,3,50,0,1,G
7828,60,4009,0,25,1409,6091,10,92,0,1,G
7830,36,3608,2,71,507,4938,17,70,1,1,G
7832,36,2803,0,20,415,2123,11,30,0,1,G
7833,36,3010,1,32,521,2684,1,45,1,1,G
7834,60,2204,0,47,323,1997,6,49,1,1,G
7835,36,3901,0,31,1218,3948,5,35,0,1,G
7836,12,2602,0,40,118,1447,8,25,0,1,G
7838,120,4409,0,46,5134,12094,6,120,0,1,G
7839,36,5402,0,44,834,1776,18,22,0,1,G
7840,36,3208,0,0,0,0,8,42,0,1,G
7841,72,3310,0,36,10910,4723,15,69,1,1,G
7843,60,5607,1,2,79,36,20,37,1,0,B
7844,36,5306,2,56,2055,6765,10,0,0,0,G
7845,60,3911,6,19,150,2809,17,43,0,0,G
7847,24,6011,5,29,1228,2088,10,16,0,0,G
7849,24,2807,0,16,249,2028,4,33,0,1,G
7851,48,5805,0,23,3035,4010,10,32,0,0,G
7852,18,3411,0,42,3745,3817,12,41,0,1,G
7853,60,4807,5,26,502,1079,10,35,1,0,G
7856,48,3108,0,57,2411,3917,15,52,0,1,G
7857,12,6200,0,12,3634,3400,14,18,0,1,G
7862,24,5308,0,27,476,2344,8,32,0,1,G
7863,9,3508,0,49,559,4653,3,52,0,1,G
7866,84,5208,0,0,0,0,0,29,1,1,G
7869,36,6700,0,51,1009,2471,10,21,0,0,G
7870,12,4802,6,32,9,2740,10,48,0,1,G
7871,12,4402,0,13,111,1944,13,0,0,0,G
7874,36,4510,0,29,19721,3188,10,58,0,1,G
7876,36,4004,5,38,192,2760,11,0,0,0,G
7877,48,2405,2,38,169,2541,5,33,0,1,G
7878,60,2606,6,38,22,1986,9,46,1,0,G
7880,48,5201,0,26,431,3504,5,42,0,0,G
7882,24,2600,0,40,346,4035,19,41,0,1,G
7883,24,5502,6,29,2155,2997,16,40,0,0,G
7884,15,3111,0,20,1777,4520,4,39,0,0,G
7885,30,4408,4,51,1717,3023,14,24,0,0,G
7887,36,5601,5,26,660,4958,10,44,0,0,G
7888,24,3402,3,29,492,2223,12,41,1,0,G
7889,48,6100,1,30,367,2685,9,40,0,1,G
7890,36,5810,0,26,22350,2398,9,24,0,1,G
7892,24,3505,6,29,627,1056,10,0,0,0,G
7893,36,5304,5,20,991,692,10,0,0,0,B
7894,48,5211,4,45,1536,3628,17,57,1,0,G
7895,60,4907,4,23,4345,2722,10,42,0,0,G
7896,24,4206,2,36,1499,4297,5,51,0,1,G
7897,48,3109,0,42,187,2880,14,29,0,1,G
7898,60,3208,5,73,1324,11587,4,57,1,1,G
7900,84,4201,6,36,371,3560,18,83,1,0,G
7904,15,4901,0,33,674,6542,10,95,0,1,G
7908,60,4001,0,40,4219,4964,10,55,0,1,G
7910,18,3107,0,20,2750,3822,15,48,0,1,G
7914,36,2905,0,56,402,2973,11,34,0,1,G
7915,24,4401,3,39,395,1275,10,12,0,0,G
7919,60,4508,6,18,988,1934,6,14,0,0,B
7924,60,4009,1,65,239,3763,10,44,0,1,G
7927,48,5503,5,40,1570,3681,17,60,1,0,G
7933,42,3210,4,49,708,2528,4,43,1,1,G
7936,12,3909,1,19,690,3844,7,67,0,1,G
7937,60,3906,1,33,1259,3163,10,54,0,1,G
7940,24,4103,0,13,5462,4236,18,62,0,1,G
7941,60,7309,0,30,768,1359,10,12,0,1,G
7943,12,5404,0,22,603,1520,10,20,0,1,G
7944,18,5911,0,34,735,2854,10,28,0,1,G
7946,12,3706,0,36,437,3361,14,44,0,0,G
7947,36,5111,4,39,440,3479,3,50,1,1,G
7948,60,2010,0,15,19969,1382,2,56,0,0,G
7951,60,5602,6,4,9201,569,10,65,0,0,G
7952,36,3202,0,0,0,0,3,34,0,1,G
7954,24,6700,0,6,420,274,10,29,0,1,G
7955,6,7011,0,28,537,2119,10,11,0,1,G
7956,12,5311,5,13,491,856,10,10,0,0,G
7957,18,3710,5,11,40,1079,4,7,0,1,G
7958,72,2705,4,26,695,1856,9,53,1,0,G
7959,24,2801,0,11,985,3145,10,52,0,1,G
7964,60,4009,4,31,2520,1876,15,14,0,0,G
7968,48,3804,4,50,871,7520,10,101,0,1,G
7969,72,6006,4,41,1177,2174,9,21,1,0,B
7970,36,3407,2,48,931,3818,10,33,1,1,G
7973,36,3302,6,57,1591,4443,7,63,1,0,G
7977,36,4006,0,20,424,2382,10,34,0,1,G
7979,60,5307,1,11,0,1757,14,39,1,0,G
7980,36,5110,0,25,205,2614,9,43,0,1,G
7981,12,3003,2,26,417,2657,7,34,0,1,G
7983,36,2907,0,19,3918,3187,5,53,0,1,G
7984,24,5408,0,24,4365,2807,9,33,0,1,G
